t,x=0.00,x=0.05,x=0.10,x=0.15,x=0.20,x=0.25,x=0.30,x=0.35,x=0.40,x=0.45,x=0.50,x=0.55,x=0.60,x=0.65,x=0.70,x=0.75,x=0.80,x=0.85,x=0.90,x=0.95,x=1.00
0.086000,0.00000000,0.06142901,0.12132647,0.17820268,0.23064969,0.27737762,0.31724605,0.34928991,0.37273964,0.38703583,0.39183914,0.38703583,0.37273964,0.34928991,0.31724605,0.27737762,0.23064969,0.17820268,0.12132647,0.06142901,0.00000000
0.087000,0.00000000,0.06082297,0.12013083,0.17644959,0.22838563,0.27466152,0.31414716,0.34588558,0.36911316,0.38327453,0.38803264,0.38327453,0.36911316,0.34588558,0.31414716,0.27466152,0.22838563,0.17644959,0.12013083,0.06082297,0.00000000
0.088000,0.00000000,0.06022339,0.11894784,0.17471481,0.22614482,0.27197277,0.31107887,0.34251425,0.36552133,0.37954882,0.38426206,0.37954882,0.36552133,0.34251425,0.31107887,0.27197277,0.22614482,0.17471481,0.11894784,0.06022339,0.00000000
0.089000,0.00000000,0.05963017,0.11777730,0.17299805,0.22392692,0.26931105,0.30804086,0.33917564,0.36196387,0.37585846,0.38052712,0.37585846,0.36196387,0.33917564,0.30804086,0.26931105,0.22392692,0.17299805,0.11777730,0.05963017,0.00000000
0.090000,0.00000000,0.05904321,0.11661900,0.17129906,0.22173164,0.26667601,0.30503280,0.33586942,0.35844050,0.37220316,0.37682758,0.37220316,0.35844050,0.33586942,0.30503280,0.26667601,0.22173164,0.17129906,0.11661900,0.05904321,0.00000000
0.091000,0.00000000,0.05846240,0.11547277,0.16961758,0.21955867,0.26406735,0.30205436,0.33259530,0.35495094,0.36858267,0.37316318,0.36858267,0.35495094,0.33259530,0.30205436,0.26406735,0.21955867,0.16961758,0.11547277,0.05846240,0.00000000
0.092000,0.00000000,0.05788765,0.11433843,0.16795336,0.21740773,0.26148474,0.29910525,0.32935298,0.35149490,0.36499671,0.36953364,0.36499671,0.35149490,0.32935298,0.29910525,0.26148474,0.21740773,0.16795336,0.11433843,0.05788765,0.00000000
0.093000,0.00000000,0.05731887,0.11321580,0.16630616,0.21527853,0.25892790,0.29618515,0.32614215,0.34807209,0.36144502,0.36593870,0.36144502,0.34807209,0.32614215,0.29618515,0.25892790,0.21527853,0.16630616,0.11321580,0.05731887,0.00000000
0.094000,0.00000000,0.05675598,0.11210472,0.16467576,0.21317080,0.25639651,0.29329376,0.32296253,0.34468223,0.35792730,0.36237807,0.35792730,0.34468223,0.32296253,0.29329376,0.25639651,0.21317080,0.16467576,0.11210472,0.05675598,0.00000000
0.095000,0.00000000,0.05619888,0.11100503,0.16306193,0.21108427,0.25389030,0.29043078,0.31981381,0.34132504,0.35444329,0.35885150,0.35444329,0.34132504,0.31981381,0.29043078,0.25389030,0.21108427,0.16306193,0.11100503,0.05619888,0.00000000
0.096000,0.00000000,0.05564750,0.10991656,0.16146446,0.20901869,0.25140896,0.28759591,0.31669570,0.33800022,0.35099270,0.35535870,0.35099270,0.33800022,0.31669570,0.28759591,0.25140896,0.20901869,0.16146446,0.10991656,0.05564750,0.00000000
0.097000,0.00000000,0.05510176,0.10883918,0.15988314,0.20697380,0.24895224,0.28478888,0.31360792,0.33470749,0.34757525,0.35189939,0.34757525,0.33470749,0.31360792,0.28478888,0.24895224,0.20697380,0.15988314,0.10883918,0.05510176,0.00000000
0.098000,0.00000000,0.05456159,0.10777274,0.15831777,0.20494936,0.24651986,0.28200938,0.31055016,0.33144657,0.34419066,0.34847329,0.34419066,0.33144657,0.31055016,0.28200938,0.24651986,0.20494936,0.15831777,0.10777274,0.05456159,0.00000000
0.099000,0.00000000,0.05402690,0.10671708,0.15676814,0.20294513,0.24411154,0.27925714,0.30752216,0.32821716,0.34083865,0.34508012,0.34083865,0.32821716,0.30752216,0.27925714,0.24411154,0.20294513,0.15676814,0.10671708,0.05402690,0.00000000
